compString,numAtomsCation,numAtomsAnion,SimVolume_cation,SimVolume_anion,Sim_rCation,Sim_rAnion,Sim_vCation/vAnion,polarArea_Cation,polarArea_Anion,polarArea_IonPair,rotatableBondCount_Cation,rotatableBondCount_Anion,rotatableBondCountFraction_Anion,rotatableBondCountFraction_Cation,hBondAcceptorCount_Anion,hBondAcceptorCount_Cation,hBondDonorCount_Anion,hBondDonorCount_Cation,hBond_anionDonorInteraction,hBond_cationDonorInteraction,mmCation,mmAnion,Temperature,SimLogP_anion,SimLogP_cation,totalBondCount_Anion,totalBondCount_Cation,Asphericity_cation,Spherocity_cation,Asphericity_anion,Spherocity_anion,Valence_Electrons_cation,Valence_Electrons_anion,MinPartialCharge_anion,MinPartialCharge_cation,MaxPartialCharge_cation,MaxPartialCharge_anion,Asphericity_cation_std%,Spherocity_cation_std%,Asphericity_anion_std%,Spherocity_anion_std%,Specific_density,Smiles_anion,Smiles_cation,Mols_cation,Mols_anion
"['1-butyl-3-methylimidazolium', 'Bistriflylimide anion']",25,15,151.30032000000006,156.65568000000002,3.305600856882867e-10,3.344150741943107e-10,0.9658144537114776,8.8,103,111.8,3,1,0.071428571,0.12,11,0,0,0,0,0,139.22,280.15,293,0.9542,1.1127,14,25,0.5591309932285341,0.23833699210063383,0.3392899763570794,0.3331410396496278,56,92,-0.756650956,-0.239533996,0.2430288243700733,0.5185779581521305,19.468624641537698,34.547992162794934,8.871812634,5.562783403315668,1441,C(F)(F)(F)S(=NS(=O)(=O)C(F)(F)F)(=O)[O-],CCCCN1C=C[N+](=C1)C,<rdkit.Chem.rdchem.Mol object at 0x7fd59ae64e00>,<rdkit.Chem.rdchem.Mol object at 0x7fd59ae8e540>
"['1-butyl-3-methylimidazolium', 'Bistriflylimide anion']",25,15,151.30032000000006,156.65568000000002,3.305600856882867e-10,3.344150741943107e-10,0.9658144537114776,8.8,103,111.8,3,1,0.071428571,0.12,11,0,0,0,0,0,139.22,280.15,293,0.9542,1.1127,14,25,0.5591309932285341,0.23833699210063383,0.3392899763570794,0.3331410396496278,56,92,-0.756650956,-0.239533996,0.2430288243700733,0.5185779581521305,19.468624641537698,34.547992162794934,8.871812634,5.562783403315668,1439.27,C(F)(F)(F)S(=NS(=O)(=O)C(F)(F)F)(=O)[O-],CCCCN1C=C[N+](=C1)C,<rdkit.Chem.rdchem.Mol object at 0x7fd59ae64e00>,<rdkit.Chem.rdchem.Mol object at 0x7fd59ae8e540>
"['1-butyl-3-methylimidazolium', 'Bistriflylimide anion']",25,15,151.30032000000006,156.65568000000002,3.305600856882867e-10,3.344150741943107e-10,0.9658144537114776,8.8,103,111.8,3,1,0.071428571,0.12,11,0,0,0,0,0,139.22,280.15,293,0.9542,1.1127,14,25,0.5591309932285341,0.23833699210063383,0.3392899763570794,0.3331410396496278,56,92,-0.756650956,-0.239533996,0.2430288243700733,0.5185779581521305,19.468624641537698,34.547992162794934,8.871812634,5.562783403315668,1436.4,C(F)(F)(F)S(=NS(=O)(=O)C(F)(F)F)(=O)[O-],CCCCN1C=C[N+](=C1)C,<rdkit.Chem.rdchem.Mol object at 0x7fd59ae64e00>,<rdkit.Chem.rdchem.Mol object at 0x7fd59ae8e540>
"['1-butyl-3-methylimidazolium', 'Bistriflylimide anion']",25,15,151.30032000000006,156.65568000000002,3.305600856882867e-10,3.344150741943107e-10,0.9658144537114776,8.8,103,111.8,3,1,0.071428571,0.12,11,0,0,0,0,0,139.22,280.15,293,0.9542,1.1127,14,25,0.5591309932285341,0.23833699210063383,0.3392899763570794,0.3331410396496278,56,92,-0.756650956,-0.239533996,0.2430288243700733,0.5185779581521305,19.468624641537698,34.547992162794934,8.871812634,5.562783403315668,1438,C(F)(F)(F)S(=NS(=O)(=O)C(F)(F)F)(=O)[O-],CCCCN1C=C[N+](=C1)C,<rdkit.Chem.rdchem.Mol object at 0x7fd59ae64e00>,<rdkit.Chem.rdchem.Mol object at 0x7fd59ae8e540>
"['1-butyl-3-methylimidazolium', 'Bistriflylimide anion']",25,15,151.30032000000006,156.65568000000002,3.305600856882867e-10,3.344150741943107e-10,0.9658144537114776,8.8,103,111.8,3,1,0.071428571,0.12,11,0,0,0,0,0,139.22,280.15,338,0.9542,1.1127,14,25,0.5591309932285341,0.23833699210063383,0.3392899763570794,0.3331410396496278,56,92,-0.756650956,-0.239533996,0.2430288243700733,0.5185779581521305,19.468624641537698,34.547992162794934,8.871812634,5.562783403315668,1394.4,C(F)(F)(F)S(=NS(=O)(=O)C(F)(F)F)(=O)[O-],CCCCN1C=C[N+](=C1)C,<rdkit.Chem.rdchem.Mol object at 0x7fd59ae64e00>,<rdkit.Chem.rdchem.Mol object at 0x7fd59ae8e540>
"['1-butyl-3-methylimidazolium', 'Bistriflylimide anion']",25,15,151.30032000000006,156.65568000000002,3.305600856882867e-10,3.344150741943107e-10,0.9658144537114776,8.8,103,111.8,3,1,0.071428571,0.12,11,0,0,0,0,0,139.22,280.15,283,0.9542,1.1127,14,25,0.5591309932285341,0.23833699210063383,0.3392899763570794,0.3331410396496278,56,92,-0.756650956,-0.239533996,0.2430288243700733,0.5185779581521305,19.468624641537698,34.547992162794934,8.871812634,5.562783403315668,1451,C(F)(F)(F)S(=NS(=O)(=O)C(F)(F)F)(=O)[O-],CCCCN1C=C[N+](=C1)C,<rdkit.Chem.rdchem.Mol object at 0x7fd59ae64e00>,<rdkit.Chem.rdchem.Mol object at 0x7fd59ae8e540>
"['1-butyl-3-methylimidazolium', 'Bistriflylimide anion']",25,15,151.30032000000006,156.65568000000002,3.305600856882867e-10,3.344150741943107e-10,0.9658144537114776,8.8,103,111.8,3,1,0.071428571,0.12,11,0,0,0,0,0,139.22,280.15,353,0.9542,1.1127,14,25,0.5591309932285341,0.23833699210063383,0.3392899763570794,0.3331410396496278,56,92,-0.756650956,-0.239533996,0.2430288243700733,0.5185779581521305,19.468624641537698,34.547992162794934,8.871812634,5.562783403315668,1378.5,C(F)(F)(F)S(=NS(=O)(=O)C(F)(F)F)(=O)[O-],CCCCN1C=C[N+](=C1)C,<rdkit.Chem.rdchem.Mol object at 0x7fd59ae64e00>,<rdkit.Chem.rdchem.Mol object at 0x7fd59ae8e540>
"['1-butyl-3-methylimidazolium', 'Bistriflylimide anion']",25,15,151.30032000000006,156.65568000000002,3.305600856882867e-10,3.344150741943107e-10,0.9658144537114776,8.8,103,111.8,3,1,0.071428571,0.12,11,0,0,0,0,0,139.22,280.15,308,0.9542,1.1127,14,25,0.5591309932285341,0.23833699210063383,0.3392899763570794,0.3331410396496278,56,92,-0.756650956,-0.239533996,0.2430288243700733,0.5185779581521305,19.468624641537698,34.547992162794934,8.871812634,5.562783403315668,1424.6,C(F)(F)(F)S(=NS(=O)(=O)C(F)(F)F)(=O)[O-],CCCCN1C=C[N+](=C1)C,<rdkit.Chem.rdchem.Mol object at 0x7fd59ae64e00>,<rdkit.Chem.rdchem.Mol object at 0x7fd59ae8e540>
"['1-butyl-3-methylimidazolium', 'Bistriflylimide anion']",25,15,151.30032000000006,156.65568000000002,3.305600856882867e-10,3.344150741943107e-10,0.9658144537114776,8.8,103,111.8,3,1,0.071428571,0.12,11,0,0,0,0,0,139.22,280.15,308,0.9542,1.1127,14,25,0.5591309932285341,0.23833699210063383,0.3392899763570794,0.3331410396496278,56,92,-0.756650956,-0.239533996,0.2430288243700733,0.5185779581521305,19.468624641537698,34.547992162794934,8.871812634,5.562783403315668,1424.57,C(F)(F)(F)S(=NS(=O)(=O)C(F)(F)F)(=O)[O-],CCCCN1C=C[N+](=C1)C,<rdkit.Chem.rdchem.Mol object at 0x7fd59ae64e00>,<rdkit.Chem.rdchem.Mol object at 0x7fd59ae8e540>
"['1-butyl-3-methylimidazolium', 'Bistriflylimide anion']",25,15,151.30032000000006,156.65568000000002,3.305600856882867e-10,3.344150741943107e-10,0.9658144537114776,8.8,103,111.8,3,1,0.071428571,0.12,11,0,0,0,0,0,139.22,280.15,328,0.9542,1.1127,14,25,0.5591309932285341,0.23833699210063383,0.3392899763570794,0.3331410396496278,56,92,-0.756650956,-0.239533996,0.2430288243700733,0.5185779581521305,19.468624641537698,34.547992162794934,8.871812634,5.562783403315668,1404.6,C(F)(F)(F)S(=NS(=O)(=O)C(F)(F)F)(=O)[O-],CCCCN1C=C[N+](=C1)C,<rdkit.Chem.rdchem.Mol object at 0x7fd59ae64e00>,<rdkit.Chem.rdchem.Mol object at 0x7fd59ae8e540>
"['1-(3-Cyanopropyl)-3-methyl-1H-imidazole-3-ium', 'Bistriflylimide anion']",23,15,152.95808000000002,156.65568000000002,3.3176299124699244e-10,3.344150741943107e-10,0.9763966426241296,32.6,103,135.6,3,1,0.071428571,0.13043478260869565,11,1,0,0,0,0,150.2,280.15,298,0.9542,0.6163799999999994,14,23,0.5334411965342839,0.26562924809886573,0.3392899763570794,0.3331410396496278,58,92,-0.756650956,-0.239533992,0.2430293943340796,0.5185779581521305,29.094717682485932,36.13286667737861,8.871812634,5.562783403315668,1511.6,C(F)(F)(F)S(=NS(=O)(=O)C(F)(F)F)(=O)[O-],C[N+]1=CN(C=C1)CCCC#N,<rdkit.Chem.rdchem.Mol object at 0x7fd59ae82b30>,<rdkit.Chem.rdchem.Mol object at 0x7fd59ae8e540>
"['1-ethyl-3-methylimidazolium', 'acetate']",19,7,117.80448000000003,54.37024000000001,3.0410558704421075e-10,2.350124555319946e-10,2.166708846604319,8.8,40.1,48.900000000000006,1,0,0,0.052631579,2,0,0,0,0,0,111.17,59.04,323,-1.2438,0.3325,6,19,0.46990523977891335,0.2155003704202674,0.22569396881006867,0.33811392549217295,44,24,-0.550477028,-0.239534146,0.24301869934635242,0.038278599,0.004315927,0.004875214,0.00110659,0.008681089,1085.7,CC(=O)[O-],CCN1C=C[N+](=C1)C,<rdkit.Chem.rdchem.Mol object at 0x7fd59ae64b80>,<rdkit.Chem.rdchem.Mol object at 0x7fd59ae8ea90>
"['1-ethyl-3-methylimidazolium', 'acetate']",19,7,117.80448000000003,54.37024000000001,3.0410558704421075e-10,2.350124555319946e-10,2.166708846604319,8.8,40.1,48.900000000000006,1,0,0,0.052631579,2,0,0,0,0,0,111.17,59.04,323,-1.2438,0.3325,6,19,0.46990523977891335,0.2155003704202674,0.22569396881006867,0.33811392549217295,44,24,-0.550477028,-0.239534146,0.24301869934635242,0.038278599,0.004315927,0.004875214,0.00110659,0.008681089,1083.4,CC(=O)[O-],CCN1C=C[N+](=C1)C,<rdkit.Chem.rdchem.Mol object at 0x7fd59ae64b80>,<rdkit.Chem.rdchem.Mol object at 0x7fd59ae8ea90>
"['1-ethyl-3-methylimidazolium', 'acetate']",19,7,117.80448000000003,54.37024000000001,3.0410558704421075e-10,2.350124555319946e-10,2.166708846604319,8.8,40.1,48.900000000000006,1,0,0,0.052631579,2,0,0,0,0,0,111.17,59.04,323,-1.2438,0.3325,6,19,0.46990523977891335,0.2155003704202674,0.22569396881006867,0.33811392549217295,44,24,-0.550477028,-0.239534146,0.24301869934635242,0.038278599,0.004315927,0.004875214,0.00110659,0.008681089,1085,CC(=O)[O-],CCN1C=C[N+](=C1)C,<rdkit.Chem.rdchem.Mol object at 0x7fd59ae64b80>,<rdkit.Chem.rdchem.Mol object at 0x7fd59ae8ea90>
"['1-ethyl-3-methylimidazolium', 'acetate']",19,7,117.80448000000003,54.37024000000001,3.0410558704421075e-10,2.350124555319946e-10,2.166708846604319,8.8,40.1,48.900000000000006,1,0,0,0.052631579,2,0,0,0,0,0,111.17,59.04,323,-1.2438,0.3325,6,19,0.46990523977891335,0.2155003704202674,0.22569396881006867,0.33811392549217295,44,24,-0.550477028,-0.239534146,0.24301869934635242,0.038278599,0.004315927,0.004875214,0.00110659,0.008681089,1082.9,CC(=O)[O-],CCN1C=C[N+](=C1)C,<rdkit.Chem.rdchem.Mol object at 0x7fd59ae64b80>,<rdkit.Chem.rdchem.Mol object at 0x7fd59ae8ea90>
"['1-ethyl-3-methylimidazolium', 'acetate']",19,7,117.80448000000003,54.37024000000001,3.0410558704421075e-10,2.350124555319946e-10,2.166708846604319,8.8,40.1,48.900000000000006,1,0,0,0.052631579,2,0,0,0,0,0,111.17,59.04,313,-1.2438,0.3325,6,19,0.46990523977891335,0.2155003704202674,0.22569396881006867,0.33811392549217295,44,24,-0.550477028,-0.239534146,0.24301869934635242,0.038278599,0.004315927,0.004875214,0.00110659,0.008681089,1091.7,CC(=O)[O-],CCN1C=C[N+](=C1)C,<rdkit.Chem.rdchem.Mol object at 0x7fd59ae64b80>,<rdkit.Chem.rdchem.Mol object at 0x7fd59ae8ea90>
"['1-ethyl-3-methylimidazolium', 'acetate']",19,7,117.80448000000003,54.37024000000001,3.0410558704421075e-10,2.350124555319946e-10,2.166708846604319,8.8,40.1,48.900000000000006,1,0,0,0.052631579,2,0,0,0,0,0,111.17,59.04,313,-1.2438,0.3325,6,19,0.46990523977891335,0.2155003704202674,0.22569396881006867,0.33811392549217295,44,24,-0.550477028,-0.239534146,0.24301869934635242,0.038278599,0.004315927,0.004875214,0.00110659,0.008681089,1089.4,CC(=O)[O-],CCN1C=C[N+](=C1)C,<rdkit.Chem.rdchem.Mol object at 0x7fd59ae64b80>,<rdkit.Chem.rdchem.Mol object at 0x7fd59ae8ea90>
"['1-ethyl-3-methylimidazolium', 'acetate']",19,7,117.80448000000003,54.37024000000001,3.0410558704421075e-10,2.350124555319946e-10,2.166708846604319,8.8,40.1,48.900000000000006,1,0,0,0.052631579,2,0,0,0,0,0,111.17,59.04,313,-1.2438,0.3325,6,19,0.46990523977891335,0.2155003704202674,0.22569396881006867,0.33811392549217295,44,24,-0.550477028,-0.239534146,0.24301869934635242,0.038278599,0.004315927,0.004875214,0.00110659,0.008681089,1091,CC(=O)[O-],CCN1C=C[N+](=C1)C,<rdkit.Chem.rdchem.Mol object at 0x7fd59ae64b80>,<rdkit.Chem.rdchem.Mol object at 0x7fd59ae8ea90>
"['1-ethyl-3-methylimidazolium', 'acetate']",19,7,117.80448000000003,54.37024000000001,3.0410558704421075e-10,2.350124555319946e-10,2.166708846604319,8.8,40.1,48.900000000000006,1,0,0,0.052631579,2,0,0,0,0,0,111.17,59.04,313,-1.2438,0.3325,6,19,0.46990523977891335,0.2155003704202674,0.22569396881006867,0.33811392549217295,44,24,-0.550477028,-0.239534146,0.24301869934635242,0.038278599,0.004315927,0.004875214,0.00110659,0.008681089,1089,CC(=O)[O-],CCN1C=C[N+](=C1)C,<rdkit.Chem.rdchem.Mol object at 0x7fd59ae64b80>,<rdkit.Chem.rdchem.Mol object at 0x7fd59ae8ea90>
"['1-ethyl-3-methylimidazolium', 'acetate']",19,7,117.80448000000003,54.37024000000001,3.0410558704421075e-10,2.350124555319946e-10,2.166708846604319,8.8,40.1,48.900000000000006,1,0,0,0.052631579,2,0,0,0,0,0,111.17,59.04,298,-1.2438,0.3325,6,19,0.46990523977891335,0.2155003704202674,0.22569396881006867,0.33811392549217295,44,24,-0.550477028,-0.239534146,0.24301869934635242,0.038278599,0.004315927,0.004875214,0.00110659,0.008681089,1098.3,CC(=O)[O-],CCN1C=C[N+](=C1)C,<rdkit.Chem.rdchem.Mol object at 0x7fd59ae64b80>,<rdkit.Chem.rdchem.Mol object at 0x7fd59ae8ea90>
"['1-ethyl-3-methylimidazolium', 'acetate']",19,7,117.80448000000003,54.37024000000001,3.0410558704421075e-10,2.350124555319946e-10,2.166708846604319,8.8,40.1,48.900000000000006,1,0,0,0.052631579,2,0,0,0,0,0,111.17,59.04,298,-1.2438,0.3325,6,19,0.46990523977891335,0.2155003704202674,0.22569396881006867,0.33811392549217295,44,24,-0.550477028,-0.239534146,0.24301869934635242,0.038278599,0.004315927,0.004875214,0.00110659,0.008681089,1099.9,CC(=O)[O-],CCN1C=C[N+](=C1)C,<rdkit.Chem.rdchem.Mol object at 0x7fd59ae64b80>,<rdkit.Chem.rdchem.Mol object at 0x7fd59ae8ea90>
"['1-ethyl-3-methylimidazolium', 'acetate']",19,7,117.80448000000003,54.37024000000001,3.0410558704421075e-10,2.350124555319946e-10,2.166708846604319,8.8,40.1,48.900000000000006,1,0,0,0.052631579,2,0,0,0,0,0,111.17,59.04,298,-1.2438,0.3325,6,19,0.46990523977891335,0.2155003704202674,0.22569396881006867,0.33811392549217295,44,24,-0.550477028,-0.239534146,0.24301869934635242,0.038278599,0.004315927,0.004875214,0.00110659,0.008681089,1100,CC(=O)[O-],CCN1C=C[N+](=C1)C,<rdkit.Chem.rdchem.Mol object at 0x7fd59ae64b80>,<rdkit.Chem.rdchem.Mol object at 0x7fd59ae8ea90>
"['1-ethyl-3-methylimidazolium', 'acetate']",19,7,117.80448000000003,54.37024000000001,3.0410558704421075e-10,2.350124555319946e-10,2.166708846604319,8.8,40.1,48.900000000000006,1,0,0,0.052631579,2,0,0,0,0,0,111.17,59.04,298,-1.2438,0.3325,6,19,0.46990523977891335,0.2155003704202674,0.22569396881006867,0.33811392549217295,44,24,-0.550477028,-0.239534146,0.24301869934635242,0.038278599,0.004315927,0.004875214,0.00110659,0.008681089,1100.8,CC(=O)[O-],CCN1C=C[N+](=C1)C,<rdkit.Chem.rdchem.Mol object at 0x7fd59ae64b80>,<rdkit.Chem.rdchem.Mol object at 0x7fd59ae8ea90>
"['1-ethyl-3-methylimidazolium', 'acetate']",19,7,117.80448000000003,54.37024000000001,3.0410558704421075e-10,2.350124555319946e-10,2.166708846604319,8.8,40.1,48.900000000000006,1,0,0,0.052631579,2,0,0,0,0,0,111.17,59.04,298,-1.2438,0.3325,6,19,0.46990523977891335,0.2155003704202674,0.22569396881006867,0.33811392549217295,44,24,-0.550477028,-0.239534146,0.24301869934635242,0.038278599,0.004315927,0.004875214,0.00110659,0.008681089,1098.26,CC(=O)[O-],CCN1C=C[N+](=C1)C,<rdkit.Chem.rdchem.Mol object at 0x7fd59ae64b80>,<rdkit.Chem.rdchem.Mol object at 0x7fd59ae8ea90>
"['1-ethyl-3-methylimidazolium', 'acetate']",19,7,117.80448000000003,54.37024000000001,3.0410558704421075e-10,2.350124555319946e-10,2.166708846604319,8.8,40.1,48.900000000000006,1,0,0,0.052631579,2,0,0,0,0,0,111.17,59.04,303,-1.2438,0.3325,6,19,0.46990523977891335,0.2155003704202674,0.22569396881006867,0.33811392549217295,44,24,-0.550477028,-0.239534146,0.24301869934635242,0.038278599,0.004315927,0.004875214,0.00110659,0.008681089,1097.8,CC(=O)[O-],CCN1C=C[N+](=C1)C,<rdkit.Chem.rdchem.Mol object at 0x7fd59ae64b80>,<rdkit.Chem.rdchem.Mol object at 0x7fd59ae8ea90>
"['1-ethyl-3-methylimidazolium', 'acetate']",19,7,117.80448000000003,54.37024000000001,3.0410558704421075e-10,2.350124555319946e-10,2.166708846604319,8.8,40.1,48.900000000000006,1,0,0,0.052631579,2,0,0,0,0,0,111.17,59.04,303,-1.2438,0.3325,6,19,0.46990523977891335,0.2155003704202674,0.22569396881006867,0.33811392549217295,44,24,-0.550477028,-0.239534146,0.24301869934635242,0.038278599,0.004315927,0.004875214,0.00110659,0.008681089,1097,CC(=O)[O-],CCN1C=C[N+](=C1)C,<rdkit.Chem.rdchem.Mol object at 0x7fd59ae64b80>,<rdkit.Chem.rdchem.Mol object at 0x7fd59ae8ea90>
"['1-ethyl-3-methylimidazolium', 'acetate']",19,7,117.80448000000003,54.37024000000001,3.0410558704421075e-10,2.350124555319946e-10,2.166708846604319,8.8,40.1,48.900000000000006,1,0,0,0.052631579,2,0,0,0,0,0,111.17,59.04,303,-1.2438,0.3325,6,19,0.46990523977891335,0.2155003704202674,0.22569396881006867,0.33811392549217295,44,24,-0.550477028,-0.239534146,0.24301869934635242,0.038278599,0.004315927,0.004875214,0.00110659,0.008681089,1095.16,CC(=O)[O-],CCN1C=C[N+](=C1)C,<rdkit.Chem.rdchem.Mol object at 0x7fd59ae64b80>,<rdkit.Chem.rdchem.Mol object at 0x7fd59ae8ea90>
"['1-ethyl-3-methylimidazolium', 'acetate']",19,7,117.80448000000003,54.37024000000001,3.0410558704421075e-10,2.350124555319946e-10,2.166708846604319,8.8,40.1,48.900000000000006,1,0,0,0.052631579,2,0,0,0,0,0,111.17,59.04,303,-1.2438,0.3325,6,19,0.46990523977891335,0.2155003704202674,0.22569396881006867,0.33811392549217295,44,24,-0.550477028,-0.239534146,0.24301869934635242,0.038278599,0.004315927,0.004875214,0.00110659,0.008681089,1095.2,CC(=O)[O-],CCN1C=C[N+](=C1)C,<rdkit.Chem.rdchem.Mol object at 0x7fd59ae64b80>,<rdkit.Chem.rdchem.Mol object at 0x7fd59ae8ea90>
"['1-ethyl-3-methylimidazolium', 'acetate']",19,7,117.80448000000003,54.37024000000001,3.0410558704421075e-10,2.350124555319946e-10,2.166708846604319,8.8,40.1,48.900000000000006,1,0,0,0.052631579,2,0,0,0,0,0,111.17,59.04,333,-1.2438,0.3325,6,19,0.46990523977891335,0.2155003704202674,0.22569396881006867,0.33811392549217295,44,24,-0.550477028,-0.239534146,0.24301869934635242,0.038278599,0.004315927,0.004875214,0.00110659,0.008681089,1079,CC(=O)[O-],CCN1C=C[N+](=C1)C,<rdkit.Chem.rdchem.Mol object at 0x7fd59ae64b80>,<rdkit.Chem.rdchem.Mol object at 0x7fd59ae8ea90>
"['1-(3-Cyanopropyl)pyridinium', 'Cyanoiminomethylideneazanide']",22,5,150.66688000000005,58.563200000000016,3.3009812835788913e-10,2.409047685638819e-10,2.572722802032676,27.7,37.2,64.9,3,0,0,0.13636363636363635,3,1,0,0,0,0,147.2,66.04,298,0.21078000000000002,1.2778800000000001,4,22,0.5350372845080488,0.2778344341996926,0.6687387070911959,1.0266695081507126e-13,56,24,-0.421522061,-0.205087271,0.1682701954662023,0.092473943,21.582170792259372,35.37043970750169,9.631831271685505e-05,222.92815735608156,1168,C(=[N-])=NC#N,C1=CC=[N+](C=C1)CCCC#N,<rdkit.Chem.rdchem.Mol object at 0x7fd59ae82b80>,<rdkit.Chem.rdchem.Mol object at 0x7fd59ae8e6d0>
"['1-butyl-3-methylimidazolium', 'Cyanoiminomethylideneazanide']",25,5,151.30032000000006,58.563200000000016,3.305600856882867e-10,2.409047685638819e-10,2.583539150866073,8.8,37.2,46,3,0,0,0.12,3,0,0,0,0,0,139.22,66.04,343,0.21078000000000002,1.1127,4,25,0.5591309932285341,0.23833699210063383,0.6687387070911959,1.0266695081507126e-13,56,24,-0.421522061,-0.239533996,0.2430288243700733,0.092473943,19.468624641537698,34.547992162794934,9.631831271685505e-05,222.92815735608156,1032.7,C(=[N-])=NC#N,CCCCN1C=C[N+](=C1)C,<rdkit.Chem.rdchem.Mol object at 0x7fd59ae64e00>,<rdkit.Chem.rdchem.Mol object at 0x7fd59ae8e6d0>
"['1-butyl-3-methylimidazolium', 'Cyanoiminomethylideneazanide']",25,5,151.30032000000006,58.563200000000016,3.305600856882867e-10,2.409047685638819e-10,2.583539150866073,8.8,37.2,46,3,0,0,0.12,3,0,0,0,0,0,139.22,66.04,293,0.21078000000000002,1.1127,4,25,0.5591309932285341,0.23833699210063383,0.6687387070911959,1.0266695081507126e-13,56,24,-0.421522061,-0.239533996,0.2430288243700733,0.092473943,19.468624641537698,34.547992162794934,9.631831271685505e-05,222.92815735608156,1064.3,C(=[N-])=NC#N,CCCCN1C=C[N+](=C1)C,<rdkit.Chem.rdchem.Mol object at 0x7fd59ae64e00>,<rdkit.Chem.rdchem.Mol object at 0x7fd59ae8e6d0>
"['1-butyl-3-methylimidazolium', 'Cyanoiminomethylideneazanide']",25,5,151.30032000000006,58.563200000000016,3.305600856882867e-10,2.409047685638819e-10,2.583539150866073,8.8,37.2,46,3,0,0,0.12,3,0,0,0,0,0,139.22,66.04,293,0.21078000000000002,1.1127,4,25,0.5591309932285341,0.23833699210063383,0.6687387070911959,1.0266695081507126e-13,56,24,-0.421522061,-0.239533996,0.2430288243700733,0.092473943,19.468624641537698,34.547992162794934,9.631831271685505e-05,222.92815735608156,1060,C(=[N-])=NC#N,CCCCN1C=C[N+](=C1)C,<rdkit.Chem.rdchem.Mol object at 0x7fd59ae64e00>,<rdkit.Chem.rdchem.Mol object at 0x7fd59ae8e6d0>
"['1-butyl-3-methylimidazolium', 'Cyanoiminomethylideneazanide']",25,5,151.30032000000006,58.563200000000016,3.305600856882867e-10,2.409047685638819e-10,2.583539150866073,8.8,37.2,46,3,0,0,0.12,3,0,0,0,0,0,139.22,66.04,348,0.21078000000000002,1.1127,4,25,0.5591309932285341,0.23833699210063383,0.6687387070911959,1.0266695081507126e-13,56,24,-0.421522061,-0.239533996,0.2430288243700733,0.092473943,19.468624641537698,34.547992162794934,9.631831271685505e-05,222.92815735608156,1029.7,C(=[N-])=NC#N,CCCCN1C=C[N+](=C1)C,<rdkit.Chem.rdchem.Mol object at 0x7fd59ae64e00>,<rdkit.Chem.rdchem.Mol object at 0x7fd59ae8e6d0>
"['1-butyl-3-methylimidazolium', 'Cyanoiminomethylideneazanide']",25,5,151.30032000000006,58.563200000000016,3.305600856882867e-10,2.409047685638819e-10,2.583539150866073,8.8,37.2,46,3,0,0,0.12,3,0,0,0,0,0,139.22,66.04,318,0.21078000000000002,1.1127,4,25,0.5591309932285341,0.23833699210063383,0.6687387070911959,1.0266695081507126e-13,56,24,-0.421522061,-0.239533996,0.2430288243700733,0.092473943,19.468624641537698,34.547992162794934,9.631831271685505e-05,222.92815735608156,1048.3,C(=[N-])=NC#N,CCCCN1C=C[N+](=C1)C,<rdkit.Chem.rdchem.Mol object at 0x7fd59ae64e00>,<rdkit.Chem.rdchem.Mol object at 0x7fd59ae8e6d0>
"['1-butyl-3-methylimidazolium', 'Cyanoiminomethylideneazanide']",25,5,151.30032000000006,58.563200000000016,3.305600856882867e-10,2.409047685638819e-10,2.583539150866073,8.8,37.2,46,3,0,0,0.12,3,0,0,0,0,0,139.22,66.04,313,0.21078000000000002,1.1127,4,25,0.5591309932285341,0.23833699210063383,0.6687387070911959,1.0266695081507126e-13,56,24,-0.421522061,-0.239533996,0.2430288243700733,0.092473943,19.468624641537698,34.547992162794934,9.631831271685505e-05,222.92815735608156,1051.5,C(=[N-])=NC#N,CCCCN1C=C[N+](=C1)C,<rdkit.Chem.rdchem.Mol object at 0x7fd59ae64e00>,<rdkit.Chem.rdchem.Mol object at 0x7fd59ae8e6d0>
"['1-butyl-3-methylimidazolium', 'Cyanoiminomethylideneazanide']",25,5,151.30032000000006,58.563200000000016,3.305600856882867e-10,2.409047685638819e-10,2.583539150866073,8.8,37.2,46,3,0,0,0.12,3,0,0,0,0,0,139.22,66.04,353,0.21078000000000002,1.1127,4,25,0.5591309932285341,0.23833699210063383,0.6687387070911959,1.0266695081507126e-13,56,24,-0.421522061,-0.239533996,0.2430288243700733,0.092473943,19.468624641537698,34.547992162794934,9.631831271685505e-05,222.92815735608156,1026.6,C(=[N-])=NC#N,CCCCN1C=C[N+](=C1)C,<rdkit.Chem.rdchem.Mol object at 0x7fd59ae64e00>,<rdkit.Chem.rdchem.Mol object at 0x7fd59ae8e6d0>
"['1-butyl-3-methylimidazolium', 'Cyanoiminomethylideneazanide']",25,5,151.30032000000006,58.563200000000016,3.305600856882867e-10,2.409047685638819e-10,2.583539150866073,8.8,37.2,46,3,0,0,0.12,3,0,0,0,0,0,139.22,66.04,338,0.21078000000000002,1.1127,4,25,0.5591309932285341,0.23833699210063383,0.6687387070911959,1.0266695081507126e-13,56,24,-0.421522061,-0.239533996,0.2430288243700733,0.092473943,19.468624641537698,34.547992162794934,9.631831271685505e-05,222.92815735608156,1035.8,C(=[N-])=NC#N,CCCCN1C=C[N+](=C1)C,<rdkit.Chem.rdchem.Mol object at 0x7fd59ae64e00>,<rdkit.Chem.rdchem.Mol object at 0x7fd59ae8e6d0>
